㐂;匕
綱;糸幺小丷冂山一岡
網;亡糸幺小丷冂
綳;小幺月糸
綴;糸幺小又
綵;糸幺小爪木
綶;小幺日木田糸
綷;亠人十小幺糸
綸;丨一糸幺小𠆢冊
綹;卜口夂小幺糸
綺;口糸幺小大亅一
綻;糸幺小疋宀
綽;糸幺小十日卜
綾;糸幺小土儿夂
綿;巾糸幺小白
緀;一丨十女小幺ヨ糸
緂;小幺火糸
緃;人小幺止糸
緄;匕小幺日曰比糸
緅;又小幺糸耳
緆;丿勹小幺日曰勿糸
緇;糸幺小巛田
緊;糸幺小臣又
緋;糸幺小非
緌;丿女小幺木禾糸
緍;小幺日曰氏糸
緎;一口小幺戈糸
総;糸幺小心ハ厶
緑;ヨ糸幺小水隶
緒;糸幺小日⺹
緕;糸幺小斉文
緖;丶丿土小幺⺹日糸
緗;小幺木目糸
緘;丿口糸幺小戈
緙;十口小幺廾糸革
線;糸幺小水白
緜;丿巾糸幺小白
緝;口糸幺小耳
緞;丨糸幺小殳几又
締;巾糸幺小丷立亠冖
緡;口氏糸幺小日
緢;小幺⺾田糸
緣;小幺ヨ彑糸豕
緤;糸幺小木世
緥;⺅口小幺木糸
緦;小幺心田糸
編;丨一戸糸幺小冂冊尸
緩;糸幺小爪一丿又
緪;一丶二小幺⺖五糸
緫;丶丿勹小幺心勿糸
緬;糸幺小面
緭;小幺月田糸
緯;口糸幺小韋
緱;一丿⺅ユ大小幺矢糸
緲;丿糸幺小目
練;丨糸幺小日ハ木田
緵;丶丿儿ハ凵夂小幺糸
緶;一丶丿⺅小幺日糸
緹;小幺日疋糸
緺;冂口小幺糸
緻;糸幺小至土厶攵一
縀;一丨又口小幺糸
縁;ヨ糸幺小豕
縄;亀糸幺小田乙勹
縅;丿糸幺小女戈
縈;冖小幺火糸
縉;一糸幺小二日厶
縊;皿糸幺小丷
縋;丨口⻌糸幺小
縐;勹小屮幺糸
縑;一丨丿丷小幺ヨ糸
縒;王工糸幺小丷羊
縕;人口小幺皿糸
縗;一亠口小幺糸衣
縛;糸幺小十寸田丶
縜;ハ口小幺目糸貝
縝;一ハ匕十小幺目糸貝
縞;口高糸幺小亠冂
縟;糸幺小寸辰
縠;一冖几又士小幺殳糸
縡;糸幺小十辛立宀
縢;月糸幺小人大二丷
縣;糸幺小目一丨
縦;糸幺小丷疋彳
縧;一丨⺅夂小幺木糸
縨;一儿小⺌幺日糸
縫;丨一⻌糸幺小夂
縬;一丿卜厂小幺戈糸
縭;丶丿亠冂凵厶小幺禸糸
縮;⺅糸幺小白宀
縯;一丨ハ宀小幺日田糸
縱;⺅糸幺小人走土彳
縲;糸幺小田
縳;一寸小幺糸虫
縵;糸幺小日⺲又
縶;一丶丷十九土小干幺糸
縷;丨一口糸幺小女
縹;糸幺小示二小西
縺;⻌糸幺小車
縻;糸幺小木广麻
總;糸幺小心囗夂
績;貝目ハ糸幺小土亠
縿;𠆢厶小幺彡糸
繁;糸幺小母攵毋
繃;月山糸幺小
繄;一丿几匚又大小幺殳矢糸
繅;小巛幺日木田糸
繆;羽糸幺小𠆢冫彡
繇;丶丿凵夕小山幺爪糸缶
繊;糸幺小土戈赤
繋;糸幺小車殳几又
繍;丨丿ヨ糸幺小水隶
繎;丶夕大小幺⺣犬糸
繐;一小幺心糸虫
繒;丨ハ丷口小幺日糸
織;音糸幺小日立戈
繕;王口糸幺小丷羊
繖;丨一月糸幺小二攵
繘;ハ冂マ口小幺矛糸
繙;糸幺小田釆米
繚;糸幺小大日丷亠
繝;糸幺小日門
繞;糸幺小土儿
繟;十口小幺日田糸
繡;丨小幺ヨ爿片糸
繢;一丨ハ口小幺目糸虫貝
繥;一丷十口士小幺糸豆
繦;弓糸幺小虫厶
繧;雨糸幺小二厶
繩;糸幺小黽
繪;糸幺小日⺲𠆢
繫;几凵又小幺殳糸車
繭;糸幺小虫風冂⺾
繮;一小幺田糸
繯;一口小幺⺲糸衣
繰;口糸幺小木品
繳;小幺攵方日白糸
繵;一亠口囗小幺日糸
繸;ハ丷⻌小幺糸豕
繹;糸幺小十辛土⺲立亠
繻;雨糸幺小而
繼;丨糸幺小匚
繽;丿貝目ハ糸幺小宀
繾;一丨⻌口小幺糸虫
繿;皿糸幺小臣二
纁;一丨丿二丷口小幺⺣糸
纂;糸幺小竹目
纃;糸幺小齊刀氏廾
纆;丷口土小幺⺣糸里黒
纇;ハ小幺目米糸貝頁
纈;貝目ハ口士糸幺小頁
纉;貝目ハ糸幺小人大二亠
纊;ハ小幺广田糸黄
續;貝目ハ士糸幺小儿囗
纍;小幺田糸
纎;糸幺小土戈韭
纏;糸幺小土里儿广
纐;貝目ハ糸幺小父頁亠
纑;匕卜厂小幺田皿糸虍
纒;黒糸幺小土里厂⺣
纓;貝目ハ糸幺小女
纔;糸幺小比儿
纕;一丨二亠口小幺糸衣
纖;糸幺小人戈韭
纘;丿儿ハ土小幺目糸貝
纚;一丶冂匕小幺广比糸鹿
纛;糸幺小土二母目亠毋
纜;見糸幺小臣二
纝;小幺田糸
纞;小幺心糸言
缶;缶凵山
缸;缶工凵
缺;丿缶人大二凵
缻;一丶乙凵山缶
缼;人凵勹山欠缶
缽;一凵山木缶
缾;一丷凵山廾缶
缿;一丿凵口山缶
罃;冖凵山火缶
罄;丨几凵又士尸山殳缶
罅;缶二丷卜亅凵匕厂虍
罇;ハ丷凵寸山缶酉
罌;貝目ハ缶凵
罍;缶田凵
罎;雨缶二日凵厶
罏;凵匕卜厂山田皿缶虍
罐;缶口凵⺾隹
网;丿丶冂
罒;⺲
罓;丶丿冂
罔;亡一丷冂亠
罕;干儿冖
罘;丨丿一⺲丶
罛;厶瓜⺲
罜;丶王⺲
罝;一目⺲
罟;口士⺲
罠;口氏⺲
罡;一止⺲
罣;土⺲
罤;丨丿丷弓⺲
罥;口月⺲
罦;子爪⺲
罧;⺲木
罨;乙大日⺲奄
罩;十日⺲卜
罪;⺲非
罫;土⺲卜
罭;一口戈⺲
置;十⺲目一丨
罰;⺉言⺲
罱;一丷冂十干⺲
署;日⺲⺹
罵;馬⺲
罷;月⺲匕厶
罸;言寸⺲
罹;⺲⺖隹
罽;⺉厂火⺲
罾;一ハ丷口日⺲
罿;立⺲里
羀;一丨丶丿冂田
羂;月口糸幺小⺲
羃;巾大日⺲⺾
羅;糸幺小⺲隹
羆;月⺲厶匕⺣
羇;革口大⺲亅凵
羈;革馬⺲
羊;王丷羊
羋;一丨二卜
羌;王丷羊儿
羍;丷大王羊
美;王大丷羊
羏;丷彡王羊
羐;一丨卜土夂
羑;丷夂王羊
羔;王丷羊⺣
羖;丷几又殳王羊
羗;乙丷厶王羊
羚;王丷羊𠆢卩
羜;一亅丷宀王羊
羝;王氏丷羊
羞;丿ヨ王丷羊
羡;人丷冫勹欠王羊
羢;一丿丷戈王羊
羣;丿ヨ王口丷羊
群;一王口丷羊丿
羦;二儿丷宀王元羊
羨;王欠⺡丷羊
義;一王丷羊亅戈手
羪;丶丷王羊艮
羭;一𠆢丷⺉月王羊
羮;王人大丷羊⺣
羯;王日丷羊勹匕
羲;王禾丷羊戈
羴;丷王羊
羶;王口日丷羊亠囗
羸;王亡月口丷羊丶几
羹;王大丷羊⺣
羼;丷尸王羊
羽;羽冫
羿;丿冫廾羽
翀;丨冫口羽
翁;羽ハ冫厶
翃;一丿冫厶羽
翅;羽支冫又十
翆;羽九十冫
翈;丨冫日田羽
翊;羽立冫
翌;羽立冫
翎;一丨丿亅𠆢冫厶羽
翏;𠆢冫彡羽
習;羽白冫
翔;羽丷羊冫
翕;羽口𠆢冫
翛;丨⺅冫夂羽
翟;丿冫羽隹
翠;羽十人亠冫
翡;羽非冫
翣;丿冫女立羽
翥;丶丿冫土⺹日羽
翦;一羽⺉月丷冫
翨;冫日曰疋羽
翩;丨一羽戸冊冫尸
翫;羽白儿冫元
翬;丿冖冫羽車
翮;丿儿冂冫口羽鬲
翯;丿亠冂冫口羽高
翰;羽十日𠆢冫
翲;丿二冫小示羽西
翳;羽矢冫匚殳几又
翹;羽土儿冫
翺;丶丿二冫十目羽自
翻;羽田釆米冫
翼;丨一羽田二ハ冫井
翽;一丿冫厂小戈止羽
翾;一丿冫口⺲羽衣
翿;一丿冫口士寸工羽
耀;ヨ⺌儿隹
老;⺹
耂;丿土⺹
考;⺹勹
耄;毛⺹
者;日⺹
耆;日⺹
耇;丿勹口土⺹
耈;丿勹匕口土⺹
耊;一丿厶土⺹至
耋;至土⺹厶
而;而
耍;女而
耎;大而
耏;彡而
耐;而寸
耑;山而
耒;丨木耒丿丿
耓;一丿亅二木耒
耔;丿子木耒
耕;丨土ハ木亅耒井
耖;丿小木耒
耗;丨士ハ毛木耒
耘;丨二ハ木厶耒丿
耙;丨ハ木巴耒丿
耜;丨口木耒丿
耝;一丿二木目耒
耞;丿力口木耒
耟;一丿二匚口木耒
耠;一丿𠆢口木耒
耡;丨ハ木目力耒丿
耤;丨丿二日木耒
耦;丨丿冂厶日木田禸耒
耨;丨寸辰ハ木耒丿
耬;丿十口女木耒
耮;丿冖力木火耒
耰;一丿冖夂心木目耒自
耳;耳
耴;乙耳
耵;一亅耳
耶;耳⻏
耷;大耳
耹;一丶𠆢耳
耺;二厶耳
耻;止耳
耼;二冂月耳
耽;耳尢
耾;一丿厶耳
耿;火耳
聀;戈耳
聃;丨二冂耳
聄;𠆢彡耳
聆;耳𠆢卩
聊;耳卩
聒;口耳舌
聖;王口耳
聘;丨耳日一勹
聚;耳又冫
聞;耳門
聟;口耳矢
聠;一丷廾耳
聡;耳心ハ厶
聢;耳疋宀
聤;一亅亠冖口耳
聦;丶丿勹心勿耳
聨;耳幺廾
聭;儿匕厶田耳鬼
聯;耳幺
聰;耳心囗夂
聱;土士攵方耳
聲;士耳尸殳几又
聳;耳丷疋彳
聴;耳十心⺲
聵;一丨ハ口目耳虫貝
聶;耳
職;音耳日立戈
聹;耳心⺲亅宀
聻;⺡斤耳車
聽;王耳十心⺲
聾;月耳立
聿;聿
肁;丨丶二尸ヨ聿
肄;矢匕聿
肅;ヨ片爿聿
肆;長厶聿
肇;戸攵聿一尸
肈;一丨丶二尸ヨ戈戸聿
肉;肉冂人
肋;月力
肌;月几
肎;冖月
肓;亡月亠
肖;月⺌
肘;月寸
肙;口月
肚;土月
肛;工月
肜;彡月
肝;干月
肞;丶丿又月
股;月殳几又
肢;月支十又
肤;一二人大月
肥;月巴
肦;ハ冂冫刀月
肧;一丨丶丿月
肩;月戸一尸
肪;月方
肫;丿乙凵月屯
肬;月丶尤尢
肭;人月冂
肯;月止
肱;丿一月厶
育;月亠厶
肴;丿一月丶
肸;ハ十月
肹;一ハ勹月
肺;巾月亠
胃;月田
胄;丨月日田
胅;一丿二人大月
胆;一月日
胈;又弋月
胊;勹口月
背;月匕爿
胍;厶月瓜
胎;月口厶
胏;丨丿亅月
胒;匕尸月
胔;入冂匕止肉
胕;⺅寸月
胖;丨二月丷十
胗;𠆢彡月
胘;亠幺月玄
胙;丨丿月
胚;丨丿一月丶
胛;丨月日田
胝;月氏
胞;月勹已
胠;厶土月
胡;月口十
胤;月儿幺
胥;月疋
胦;冂大月
胭;囗大月
胮;丨二夂月
胯;月大二勹
胰;大弓月
胱;月⺌儿
胲;丿亠幺月玄
胳;口夂月
胴;月口冂一
胵;一厶土月至
胶;亠月父
胸;月凵勹丿丶
胹;月而
胺;女宀月
胻;亅二彳月
胼;丨丿月二丷廾
能;月匕厶
胾;入冂十土戈肉
脂;月日匕
脃;乙刀勹已月巴色
脅;月力
脆;月厂勹
脇;月力
脈;斤月厂
脉;月水丶
脊;月𠆢癶二
脋;刀月
脍;一二𠆢厶月
脖;冖十子月
脗;丿勹口月勿
脘;二儿宀月元
脚;月土卩厶
脛;月工巛
脜;一月目自
脞;人土月
脠;丿廴月止
脣;月辰
脤;亠厂月衣辰
脧;ハ冂冫厶夂月
脩;⺅月攵
脬;子月爪
脯;丨十月用丶
脰;丷口月豆
脱;月口丷儿
脳;月⺌凵
脵;一口大月
脹;月長
脺;亠人十月
脼;一丨入冂月
脽;月隹
脾;月十田
腅;月火
腆;丨一月日ハ冂
腇;丿女月木禾
腊;丨二日月
腋;⺅月夕亠
腌;乙大日月奄
腎;月臣又
腐;⺅寸肉广
腑;⺅月寸广
腒;十口尸月
腓;月非
腔;穴月工儿宀
腕;月夕卩宀
腗;丨廾日月田
腟;至土月厶宀
腠;一丿大月
腡;冂口月
腥;月生日
腦;巛月囗
腧;一𠆢⺉月
腨;山月而
腩;一丷冂十干月
腫;丨月日里
腭;二勹口月
腮;月心田
腯;丿十厂月目
腰;月女西
腱;月廴聿
腴;月人日臼
腷;一口月田
腸;一月日勿
腹;月日夂
腺;月水白
腿;月⻌艮
膀;月丷方立亠冖
膁;一丨丶丿丷ヨ月
膂;衣月方
膃;月皿日
膄;丨又月臼
膅;丨口广ヨ月
膆;一丨二小幺月糸
膈;口月儿冂鬲
膊;十寸田月日丶
膋;冖月火
膎;大幺月爪
膏;月口亠冖高
膐;一丿入冂方氏肉
膓;丿月日勿
膕;口月囗戈
膖;一丨二⻌夂月
膘;二小月示西
膚;月田卜匕厂虍
膛;冖口土⺌月
膜;月大日⺾
膝;月水木𠆢
膞;一十厶寸日月虫
膠;羽月𠆢冫彡
膢;十口女月
膣;穴至土月儿厶宀
膤;ヨ雨月
膨;月口十土豆丷彡
膩;貝目ハ二月弋
膮;一儿土月
膰;田月釆米
膲;月⺣隹
膳;王月口丷羊
膴;一丨丿月⺣無
膵;十人月亠⺾
膸;丿一月工⻌
膺;⺅月广隹
膻;一亠口囗日月
膽;言月儿厂勹
膾;月日⺲𠆢
膿;丨衣一月辰日厂
臀;月ハ尸殳几又
臁;一丨丿ハ广ヨ月
臂;月口十辛立尸
臃;亠幺月隹
臅;勹月⺲虫
臆;音月心日立
臈;月日勹匕⺾
臉;口人月𠆢
臊;口月木
臋;丨二入ハ冂几又尸殳肉
臍;月齊刀氏廾
臎;亠人冫十月羽
臏;一丨丿ハ宀月目貝
臑;雨而月
臓;丿月臣戈⺾
臕;匕广月比⺣鹿
臖;ハ冂月臼
臗;丶儿宀⺾月目見
臘;臼巛鼠月囗
臙;口月凵匕⺣爿
臚;皿田月卜匕厂虍
臛;二冖月隹雨
臝;一丶亠几口亡月木田
臞;月目隹
臟;丿臣月戈⺾
臠;言糸幺小肉
臡;入冂十口大廾肉隹革
臣;臣匚
臤;匚又臣
臥;臣人
臧;丿臣冫戈疒
臨;丿口臣品
自;自
臫;乙目自
臬;木目自
臭;自大
臰;一匕夕歹目自
臱;丷宀方目自
臲;勹卩厂木目自
至;一至土厶
致;至土厶攵
臵;一厶口土夂至
臶;一丨丿厶土子至
臸;一厶土至
臹;一丿亅厂厶土戈至
臺;口士至土冖厶
臻;丿禾至大土二厶
臼;臼
臽;勹臼
臾;臼人
臿;一丿十干臼
舀;爪臼
舁;臼廾
舂;丿臼大二
舃;⺣臼鳥
舄;勹⺣臼
舅;臼田力
與;一臼ハ
興;臼口ハ冂一
舉;丨一臼二ハ
舊;臼⺾隹
舌;口舌
舍;口舌𠆢
舎;口土𠆢
舏;丨口舌
舐;口氏舌
舒;干口舌矛𠆢亅マ
舓;丿勹口日勿舌
舔;一口大⺣舌
舖;口十舌用𠆢丶
舗;口十土用𠆢丶
舘;干口𠆢宀
舙;口舌
舚;儿ハ勹厂口舌言
舛;舛夕
舜;牛舛爪夕冖
舝;丨二冖厶ユ巛
舞;丨丿一舛二夕無
舟;舟
舡;一丨丶冂工舟
舢;一丨丶冂山舟
舨;一丨丶丿冂又舟
舩;舟ハ厶
航;舟亠几
舫;舟方
般;舟殳几又
舮;戸舟一尸
舲;一丨丶亅人冂マ舟
舳;丨舟日田
舴;一丨丶丿冂舟
舵;舟匕宀
舶;舟白
舷;玄舟亠幺
舸;口舟亅
船;口舟ハ
舺;一丨丶冂日舟
舼;一丨丶二ハ冂舟
艀;子舟爪
艃;一丨丶冂舟里
艄;一丨丶冂⺌月舟
艅;一丨丶𠆢冂小舟
艆;一丨丶冂舟艮
艇;王舟廴
艉;一丨丶冂尸毛舟
艋;一丨丶冂子皿舟
艎;一丨丶冂日王白舟
艏;一丨丶丷冂目自舟首
艑;一丨丶亅冂尸廾戸冊舟
艖;一丨丶丷冂工王羊舟
艗;一丨丶ハ冂皿舟
艘;支舟日又
艙;口舟𠆢尸
艚;丨一舟日
艜;一丨丶乙冂冖巾廾舟
艝;ヨ雨舟
艟;舟里立
艠;一丨丶丿丷冂口舟豆
艢;口舟人土囗
艣;一丨丶冂力匕卜厂田舟虍
艤;王舟丷羊亅戈
艦;皿舟臣二
艧;一丨丶冂又⺾舟隹
艨;舟冖⺾豕
艪;魚舟田日⺣
艫;皿舟田卜匕厂虍
艭;一丨丶冂又舟隹
艮;艮
良;艮
艱;艮人大二⺾
色;色巴勹
艴;乙勹已廾弓巴色
艶;丨口色豆日丷勹
艷;口山色豆丷凵
艸;⺾屮
艹;⺾
艻;力⺾
艽;九⺾
艾;丿⺾
艿;乃⺾
芀;刀⺾
芁;几⺾
芃;丶几⺾
芄;丶九⺾
芇;丨冂巾⺾
芉;一十干⺾
芊;一丿十干⺾
芋;一⺾干
芍;丶勹⺾
芎;弓⺾
芑;已⺾
芒;亡⺾亠
芓;子⺾
芔;屮⺾
芖;大⺾
芘;匕⺾比
芙;人二⺾大
芚;丿乙凵⺾屯
芛;丿ヨ⺾
芝;亠⺾
芟;殳⺾几又
芠;⺾文
芡;人勹⺾欠
芣;一丨丶丿⺾
芤;乙子⺾
芥;𠆢⺾儿
芦;戸⺾一尸
芧;マ⺾矛
芨;丶丿又乃⺾及
芩;一丶𠆢⺾
芪;⺾氏
芫;二儿⺾元
芬;刀ハ⺾
芭;巴⺾
芮;人入冂⺾
芯;心⺾
芰;十又⺾支
花;⺅匕⺾
芲;丿乙𠆢匕⺾
芳;方⺾
芴;丿勹⺾勿
芷;⺾止
芸;二厶⺾
芹;斤⺾
芺;丶大⺾
芻;勹屮⺾
芼;一丿乙二⺾手
芽;牙⺾
芾;一丨亠冂十巾⺾
芿;⺅乃⺾
苅;⺉⺾
苆;一乙刀匕⺾
苐;丨丿弓⺾
苑;夕卩⺾
苒;丨一冂⺾
苓;𠆢卩⺾一
苔;口厶⺾
苕;刀口⺾
苗;田⺾
苙;立⺾
苚;丨二冂⺾用
苛;一口亅⺾
苜;目⺾
苞;勹已⺾
苟;口勹⺾
苠;尸⺾氏
苡;丨人⺾
苢;丨口⺾
苣;巨⺾
苤;丨丶丿二⺾
若;丿一口⺾
苦;口十⺾
苧;一亅宀⺾
苨;匕尸⺾
苪;一人冂⺾
苫;口卜⺾
苭;力幺⺾
苯;一⺾木
英;丿⺾大
苳;丶夂⺾
苴;一目⺾
苶;𠆢小⺾
苷;⺾甘
苹;干ハ⺾
苺;母⺾毋
苻;⺅寸⺾
苽;厶⺾瓜
苾;丿⺾心
茀;廾弓⺾
茁;丨凵⺾
茂;丿戈⺾
范;⺡卩⺾
茄;口力⺾
茅;矛⺾
茆;丿卩⺾
茇;丶丿又弋⺾
茈;匕⺾止
茉;丨一ハ木亠⺾
茊;一⺾斤
茋;丶⺾氏
茌;⺅士⺾
茎;土又⺾
茖;口夂⺾
茗;口夕⺾
茘;刀⺾
茛;⺾艮
茜;西⺾
茝;匚⺾臣
茞;匚⺾臣
茟;丨二ヨ⺾聿
茡;子宀⺾
茢;⺉⺾歹
茣;一口ハ⺾
茨;欠冫⺾
茫;亡⺡⺾
茬;一丨丿土⺾
茭;亠⺾父
茮;一卜小⺾
茯;⺅犬⺾
茰;丶丿⺾日
茱;丨丿牛二ハ木亠⺾
茲;幺⺾
茳;工⺡⺾
茴;口囗⺾
茵;大囗⺾
茶;𠆢⺾木
茷;⺅⺾戈
茸;耳⺾
茹;口女⺾
茺;亠儿厶⺾
茼;一冂口⺾
茽;丨⺅口⺾
荀;日勹⺾
荂;二勹大⺾
荃;𠆢⺾王
荄;丿亠幺⺾玄
荅;口𠆢⺾
荇;彳⺾行
草;十日⺾
荊;⺉廾⺾丿
荍;丨⺾攵
荎;一厶土⺾至
荏;⺅士⺾
荐;丿一子⺾
荑;大弓⺾
荒;川⺾亡
荓;一丷廾⺾
荔;力⺾
荕;力⺾月
荖;丿匕土⺾⺹
荗;丶丿厂⺾戈
荘;士爿⺾
荢;亅二宀⺾
荣;冖⺾木
荰;土⺾木
荳;口豆丷⺾
荵;心刀丶⺾
荷;⺅口亅⺾一
荸;冖十子⺾
荻;火⺨⺾
荼;小二ハ𠆢亅⺾
荽;女⺾爪
荿;丿亅厂⺾戈
莀;亠厂⺾衣辰
莂;⺉力口⺾
莄;一丶丿⺾日
莅;⺅立⺾
莆;丶十⺾月
莇;目力⺾
莉;禾⺉⺾
莊;士爿⺾
莍;一丶⺾水
莎;丿⺡小⺾
莒;丿口⺾
莓;一母⺾毋
莔;儿ハ口囗⺾
莕;口⺾木
莖;一工巛⺾
莘;十⺾立辛
莙;丿口ヨ⺾
莚;丿止廴⺾
莛;丿土士廴⺾王
莜;丨⺅⺾攵
莝;人土⺾
莞;二儿宀⺾元
莟;口𠆢⺾
莠;丿禾⺾
莢;人大⺾
莦;⺌⺾月
莧;儿⺾目見
莨;艮⺾
莩;子⺾爪
莪;亅戈⺾
莫;大日⺾
莬;一丨儿勹口⺾免
莭;卩厶⺾日
莱;丨二米亠⺾木
莵;鬼儿匕⺾
莽;大廾⺾
莾;十大廾⺾
莿;冂⺉⺾木
菀;卩夕宀⺾
菁;月青土二亠⺾
菅;丨口宀⺾
菇;十口女⺾
菉;ヨ彑⺾水
菊;米勹⺾
菌;禾囗⺾
菎;日比⺾
菏;一亅口⺡⺾
菐;一丨丶丿二丷大
菑;巛⺾田
菓;田木⺾
菔;卩又⺾月
菖;日⺾
菘;ハ木厶⺾
菜;爪木⺾
菝;丶丿又弋⺘⺾
菟;丶儿⺾勹口丨
菠;⺡皮又⺾
菡;冫凵子⺾
菥;⺾斤木
菨;女⺾立
菩;口立⺾
菪;口宀⺾石
菫;丨一口土二⺾
華;丨一⺾
菰;瓜子⺾
菱;土儿夂⺾
菲;非⺾
菴;乙大日⺾奄
菶;一丨二大⺾
菷;ヨ巾冖⺾
菸;丶𠆢⺾方
菹;一⺡⺾目
菻;木⺾
菼;⺾火
菽;小卜又⺾
萁;丨二ハ⺾
萃;十人亠⺾
萄;缶勹⺾
萆;丿十⺾日白
萇;長⺾
萊;人⺾木
萋;丨ヨ女⺾
萌;月日⺾
萍;干⺡丷⺾
萎;禾女⺾
萏;勹⺾臼
萑;⺾隹
萓;一目宀⺾
萕;廾⺾文
萗;二宀小⺾示
萙;丿乙冖尢⺾木
萠;月⺾
萢;⺡勹已⺾
萩;火禾⺾
萪;禾斗⺾
萬;田日冂禸⺾
萯;ハ勹⺾目貝
萱;一日宀⺾
萵;口冂⺾
萸;人日⺾臼
萹;一丨丶亅冂尸廾⺾戸冊
萼;口二⺾勹
落;口⺡夂⺾
葅;一人⺾目
葆;⺅口木⺾
葇;マ⺾木矛
葈;厶口⺾木
葉;木世⺾
葊;一𠆢口廾⺾
葍;一口⺾田
葎;彳聿⺾
葏;丨二ヨ⺡⺾聿
葑;土寸⺾
葒;小工幺⺾糸
葖;ハ大宀⺾
著;日⺹⺾
葘;一巛⺾田
葙;⺾木目
葚;一儿ハ匚⺾目
葛;日勹匕⺾
葜;一丨二刀大⺾
葟;⺾日王白
葠;⺅冖又ヨ⺾
葡;十用勹⺾
葢;皿大丶⺾
董;丨一日⺾里
葤;寸小幺⺾糸
葥;一丷⺉⺾月
葦;口⺾韋
葧;冖力十子⺾
葩;白巴⺾
葪;丨⺉勹⺾月角
葫;月口十⺾
葬;一夕匕廾⺾
葭;丨又⺾
葮;丨殳⺾几又
葯;糸幺小丶勹⺾
葰;⺅儿ハ厶夂⺾
葱;勿心丶⺾
葳;一丿厂女⺾戈
葴;一丿厂口⺾戈
葵;人大二癶⺾丿
葶;一亅亠冖口⺾
葷;車冖⺾
葸;⺾心田
葹;也方匕⺾
葺;口耳⺾
葼;丶丿儿ハ凵夂⺾
葽;女⺾西
蒁;丶⻌⺾木
蒂;巾丷立亠冖⺾
蒄;寸二儿冖⺾元
蒅;九⺡⺾木
蒋;寸爪爿⺾
蒐;鬼田儿匕⺾
蒒;一丨丿冂口巾⺾
蒓;丿乙凵小幺⺾屯糸
蒔;寸土日⺾
蒕;人口⺾皿
蒗;⺡⺾艮
蒙;冖⺾豕
蒜;示二小⺾
蒞;⺅⺡⺾立
蒟;口立勹⺾
蒡;丷方立亠冖⺾
蒦;又⺾隹
蒨;二亠⺅土⺾月青
蒩;一丿⺾木目禾
蒪;一丨丶二冂十寸⺾日
蒭;勹屮⺾
蒯;丶冂⺉⺾月
蒱;丶十⺘⺾月
蒲;⺡用丶⺾十
蒴;一丷屮⺾月
蒸;丿一亅⺣⺾
蒹;丨ヨ一丷⺾
蒺;一丿大⺾疒矢
蒻;弓冫⺾
蒼;丿口𠆢⺾
蒽;囗大⺾心
蒾;⻌⺾米
蒿;口高亠冂⺾
蓀;丿子小幺⺾糸
蓁;禾大二⺾
蓂;亠ハ冖⺾日
蓄;玄田亠幺⺾
蓆;一巾凵广⺾
蓇;冂冖⺾月骨
蓈;丶厶⺾⻏日
蓉;穴口谷ハ𠆢宀⺾
蓊;羽ハ冫厶⺾
蓋;皿土厶⺾
蓌;人土夂⺾
蓍;日⺹⺾
蓎;丨口广ヨ⺾
蓏;厶⺾瓜
蓐;寸辰⺾
蓑;衣一亠⺾
蓓;⺅口⺾立
蓖;比囗⺾
蓙;人土广⺾
蓚;⺅彡攵⺾
蓜;已⺾酉
蓧;一丨⺅夂小⺾木
蓪;マ⻌⺾用
蓬;丨一⻌夂⺾
蓮;⻌車⺾
蓯;人彳⺾止
蓰;彳⺾止
蓱;一丿丷十干廾⺡⺾
蓲;匚口⺾
蓴;一寸虫日⺾
蓷;⺘⺾隹
蓺;丶儿ハ九土⺾
蓻;一丶丷十九土干⺾
蓼;羽𠆢冫彡⺾
蓽;一丨二⺾日
蓿;⺅白宀⺾
蔀;口⻏立⺾
蔂;小幺⺾田糸
蔃;口弓⺾虫
蔆;⺡土儿夂⺾
蔇;厶⺾无日曰
蔌;人勹口⺾木欠
蔎;几又⺾殳言
蔐;亠丷冂十口⺾立啇
蔑;丿⺲戈⺾
蔓;日⺲又⺾
蔔;口田勹⺾
蔕;一巾儿冖凵⺾
蔗;一凵广⺣⺾
蔘;大厶彡⺾
蔚;示二小寸尸⺾
蔛;丨勹⺾斗月角
蔜;士⺾攵方
蔞;十口女⺾
蔟;方矢⺾
蔡;示二小癶⺾
蔢;丿十厂又女⺡⺾支
蔣;丶夕寸⺾爿
蔤;丿宀山⺾心
蔥;丿口夂⺾心
蔦;鳥⺣⺾
蔧;一丨二ヨ⺾
蔪;⺾斤車
蔫;一亅勹⺾止⺣
蔬;止川亠厶⺾疋
蔭;二𠆢厶⺾⻖
蔯;⺾⻖日木
蔲;二儿宀⺾攵元
蔳;二亠土⺡⺾月青
蔴;广⺾木麻
蔵;丿臣戈⺾
蔶;一丨二ハ⺾目貝
蔽;丨巾⺌丷冂攵⺾
蔾;丿勹⺾木禾
蔿;乃⺾⺣爪
蕀;丨ハ木冂⺾
蕁;ヨ口工寸⺾
蕃;田釆米⺾
蕆;丿ハ厂⺾戈目貝
蕈;十西日曰⺾
蕉;⺣⺾隹
蕊;心⺾
蕋;止⺾
蕎;丿口冂⺾大
蕏;丿土⺨⺾⺹日
蕐;一丨二人⺾
蕑;⺾月門
蕒;ハ⺾目⺲貝
蕓;二冖厶⺾雨
蕕;酉丷⺨⺾
蕖;匚口⺡⺾木
蕗;口足夂⺾
蕘;一土儿⺾
蕙;十⺾心虫
蕚;口二⺾勹品
蕜;⺾心非
